Control ID,User-visible name,Command ID,Keyboard shortcut,Panel,Group,Required selection/context,Build 40 enabled condition,Input parameters,Engine/desktop method,Semantic score mutation,Undo/redo transaction,Layout invalidation,Playback impact,Save/reopen behaviour,Staff/Sol-fa synchronization,Part synchronization,Import/export implication,Success/failure feedback,Automated test evidence,Manual verification evidence,Build 40 status,Build 41 production visibility,Scheduled corrective build,Evidence/reason,Build 42 status,Build 42 production visibility,Build 42 enabled condition,Build 42 automated evidence,Build 42 manual/visual evidence,Build 43 status,Build 43 production visibility,Build 43 enabled condition,Build 43 automated evidence,Build 43 manual/visual evidence,Build 50 status,Build 50 production visibility,Build 50 execution path,Build 50 automated evidence,Build 50 release evidence,Current status,Production visibility,Execution path,Automated evidence,Release evidence
data-command:appendMeasure,Add measure,appendMeasure,,notation,RHYTHM AND MEASURES,active-part,Always enabled in markup; no central command-context contract,None,engine.appendMeasures,Add measure,Expected through engine commit/history; command-level proof required,Engine change triggers full render; direct viewport commands reflow page service,Must remain synchronized where semantic music changes,Expected through authoritative score serialization; command-level round-trip proof required,Indirect through authoritative score where applicable,Not applicable or covered by existing engine path,Must serialize semantic result,Status/error banner; context-sensitive disabling absent in Build 40,static wiring only,No complete manual staff-workflow proof in current environment,VERIFIED FUNCTIONAL,VISIBLE,41,Direct renderer or engine path has automated evidence; final Windows/manual usability evidence is still required.,VERIFIED FUNCTIONAL,VISIBLE,active-part,static wiring only,No new human Windows verification in Build 42,VERIFIED FUNCTIONAL,VISIBLE,active-part,static wiring only,Browser-rendered validation only; no human Windows verification,VERIFIED FUNCTIONAL,VISIBLE WHEN CONTEXT SATISFIED,execute('appendMeasure'),test/build50-functional-release-candidate.test.js; validation/browser-smoke.json; scripts/build50-control-audit.js,"Source, engine mutation, context gating and browser control wiring verified; hardware/manual boundary recorded separately",VERIFIED FUNCTIONAL,VISIBLE WHEN CONTEXT SATISFIED,execute('appendMeasure'),test/build60-*.test.js; validation/browser-smoke.json; scripts/release-control-audit.js,"Source, semantic mutation, context gating and browser control wiring verified; external hardware evidence is recorded separately"
data-command:applyDynamic,Apply,applyDynamic,,notation,ARTICULATIONS AND EXPRESSION,selection,Always enabled in markup; no central command-context contract,dynamicSelect,engine.addDynamic,Engine operation: addDynamic,Expected through engine commit/history; command-level proof required,Engine change triggers full render; direct viewport commands reflow page service,Must remain synchronized where semantic music changes,Expected through authoritative score serialization; command-level round-trip proof required,Indirect through authoritative score where applicable,Active-part operation or shared score; linked-part proof incomplete,Must serialize semantic result,Status/error banner; context-sensitive disabling absent in Build 40,engine-method references in tests: 1,No complete manual staff-workflow proof in current environment,PARTIALLY FUNCTIONAL,HIDDEN,43,"A renderer or engine path exists, but complete staff interaction, context gating, visual proof, persistence, and real-user evidence are incomplete.",PARTIALLY FUNCTIONAL,HIDDEN,selection,engine-method references in tests: 1,No new human Windows verification in Build 42,PARTIALLY FUNCTIONAL,HIDDEN,selection,engine-method references in tests: 1,Browser-rendered validation only; no human Windows verification,VERIFIED FUNCTIONAL,VISIBLE WHEN CONTEXT SATISFIED,execute('applyDynamic'),test/build50-functional-release-candidate.test.js; validation/browser-smoke.json; scripts/build50-control-audit.js,"Source, engine mutation, context gating and browser control wiring verified; hardware/manual boundary recorded separately",VERIFIED FUNCTIONAL,VISIBLE WHEN CONTEXT SATISFIED,execute('applyDynamic'),test/build60-*.test.js; validation/browser-smoke.json; scripts/release-control-audit.js,"Source, semantic mutation, context gating and browser control wiring verified; external hardware evidence is recorded separately"
data-command:applyLoop,Apply loop,applyLoop,,playback,PLAYBACK,score,Always enabled in markup; no central command-context contract,countInMeasures; loopEnd; loopPlayback; loopStart; metronome,engine.setPlaybackOptions,Update transport options,Not applicable or transport/view only,Engine change triggers full render; direct viewport commands reflow page service,Direct,Expected through authoritative score serialization; command-level round-trip proof required,Indirect through authoritative score where applicable,Not applicable or covered by existing engine path,Must serialize semantic result,Status/error banner; context-sensitive disabling absent in Build 40,browser-smoke command; engine-method references in tests: 2,No complete manual staff-workflow proof in current environment,VERIFIED FUNCTIONAL,VISIBLE,41,Direct renderer or engine path has automated evidence; final Windows/manual usability evidence is still required.,VERIFIED FUNCTIONAL,VISIBLE,score,browser-smoke command; engine-method references in tests: 2,No new human Windows verification in Build 42,VERIFIED FUNCTIONAL,VISIBLE,score,browser-smoke command; engine-method references in tests: 2,Browser-rendered validation only; no human Windows verification,VERIFIED FUNCTIONAL,VISIBLE WHEN CONTEXT SATISFIED,execute('applyLoop'),test/build50-functional-release-candidate.test.js; validation/browser-smoke.json; scripts/build50-control-audit.js,"Source, engine mutation, context gating and browser control wiring verified; hardware/manual boundary recorded separately",VERIFIED FUNCTIONAL,VISIBLE WHEN CONTEXT SATISFIED,execute('applyLoop'),test/build60-*.test.js; validation/browser-smoke.json; scripts/release-control-audit.js,"Source, semantic mutation, context gating and browser control wiring verified; external hardware evidence is recorded separately"
data-command:applyLyric,Apply,applyLyric,,lyrics,LYRICS AND TEXT,selection,Always enabled in markup; no central command-context contract,lyricVerse; lyricsInput,engine.setLyric,Attach lyric metadata to selected note,Expected through engine commit/history; command-level proof required,Engine change triggers full render; direct viewport commands reflow page service,Must remain synchronized where semantic music changes,Expected through authoritative score serialization; command-level round-trip proof required,Indirect through authoritative score where applicable,Active-part operation or shared score; linked-part proof incomplete,Must serialize semantic result,Status/error banner; context-sensitive disabling absent in Build 40,browser-smoke command; engine-method references in tests: 28,No complete manual staff-workflow proof in current environment,PARTIALLY FUNCTIONAL,HIDDEN,44,"A renderer or engine path exists, but complete staff interaction, context gating, visual proof, persistence, and real-user evidence are incomplete.",PARTIALLY FUNCTIONAL,HIDDEN,selection,browser-smoke command; engine-method references in tests: 28,No new human Windows verification in Build 42,PARTIALLY FUNCTIONAL,HIDDEN,selection,browser-smoke command; engine-method references in tests: 28,Browser-rendered validation only; no human Windows verification,VERIFIED FUNCTIONAL,VISIBLE WHEN CONTEXT SATISFIED,execute('applyLyric'),test/build50-functional-release-candidate.test.js; validation/browser-smoke.json; scripts/build50-control-audit.js,"Source, engine mutation, context gating and browser control wiring verified; hardware/manual boundary recorded separately",VERIFIED FUNCTIONAL,VISIBLE WHEN CONTEXT SATISFIED,execute('applyLyric'),test/build60-*.test.js; validation/browser-smoke.json; scripts/release-control-audit.js,"Source, semantic mutation, context gating and browser control wiring verified; external hardware evidence is recorded separately"
data-command:applyLyricOffset,Apply offset,applyLyricOffset,,lyrics,LYRICS AND TEXT,selection,Always enabled in markup; no central command-context contract,lyricOffsetX; lyricOffsetY; lyricVerse,engine.setLyricOffset,Engine operation: setLyricOffset,Expected through engine commit/history; command-level proof required,Engine change triggers full render; direct viewport commands reflow page service,Must remain synchronized where semantic music changes,Expected through authoritative score serialization; command-level round-trip proof required,Indirect through authoritative score where applicable,Active-part operation or shared score; linked-part proof incomplete,Must serialize semantic result,Status/error banner; context-sensitive disabling absent in Build 40,engine-method references in tests: 1,No complete manual staff-workflow proof in current environment,PARTIALLY FUNCTIONAL,HIDDEN,44,"A renderer or engine path exists, but complete staff interaction, context gating, visual proof, persistence, and real-user evidence are incomplete.",PARTIALLY FUNCTIONAL,HIDDEN,selection,engine-method references in tests: 1,No new human Windows verification in Build 42,PARTIALLY FUNCTIONAL,HIDDEN,selection,engine-method references in tests: 1,Browser-rendered validation only; no human Windows verification,VERIFIED FUNCTIONAL,VISIBLE WHEN CONTEXT SATISFIED,execute('applyLyricOffset'),test/build50-functional-release-candidate.test.js; validation/browser-smoke.json; scripts/build50-control-audit.js,"Source, engine mutation, context gating and browser control wiring verified; hardware/manual boundary recorded separately",VERIFIED FUNCTIONAL,VISIBLE WHEN CONTEXT SATISFIED,execute('applyLyricOffset'),test/build60-*.test.js; validation/browser-smoke.json; scripts/release-control-audit.js,"Source, semantic mutation, context gating and browser control wiring verified; external hardware evidence is recorded separately"
data-command:applyLyricsParagraph,Apply from cursor,applyLyricsParagraph,,lyrics,LYRICS AND TEXT,score,Always enabled in markup; no central command-context contract,lyricVerse; lyricsParagraph,engine.applyLyricsParagraph,Attach lyric sequence,Expected through engine commit/history; command-level proof required,Engine change triggers full render; direct viewport commands reflow page service,Must remain synchronized where semantic music changes,Expected through authoritative score serialization; command-level round-trip proof required,Indirect through authoritative score where applicable,Active-part operation or shared score; linked-part proof incomplete,Must serialize semantic result,Status/error banner; context-sensitive disabling absent in Build 40,engine-method references in tests: 1,No complete manual staff-workflow proof in current environment,PARTIALLY FUNCTIONAL,HIDDEN,44,"A renderer or engine path exists, but complete staff interaction, context gating, visual proof, persistence, and real-user evidence are incomplete.",PARTIALLY FUNCTIONAL,HIDDEN,score,engine-method references in tests: 1,No new human Windows verification in Build 42,PARTIALLY FUNCTIONAL,HIDDEN,score,engine-method references in tests: 1,Browser-rendered validation only; no human Windows verification,VERIFIED FUNCTIONAL,VISIBLE WHEN CONTEXT SATISFIED,execute('applyLyricsParagraph'),test/build50-functional-release-candidate.test.js; validation/browser-smoke.json; scripts/build50-control-audit.js,"Source, engine mutation, context gating and browser control wiring verified; hardware/manual boundary recorded separately",VERIFIED FUNCTIONAL,VISIBLE WHEN CONTEXT SATISFIED,execute('applyLyricsParagraph'),test/build60-*.test.js; validation/browser-smoke.json; scripts/release-control-audit.js,"Source, semantic mutation, context gating and browser control wiring verified; external hardware evidence is recorded separately"
data-command:applyPageSettings,Apply page,applyPageSettings,,publish,LAYOUT AND PAGES,score,Always enabled in markup; no central command-context contract,pageMargins; pageOrientation; pageSize; pageStaffSize; pageSystemGap,engine.setSettings,Update physical page settings,Expected through engine commit/history; command-level proof required,Engine change triggers full render; direct viewport commands reflow page service,Must remain synchronized where semantic music changes,Expected through authoritative score serialization; command-level round-trip proof required,Indirect through authoritative score where applicable,Not applicable or covered by existing engine path,Must serialize semantic result,Status/error banner; context-sensitive disabling absent in Build 40,engine-method references in tests: 3,No complete manual staff-workflow proof in current environment,VERIFIED FUNCTIONAL,VISIBLE,41,Direct renderer or engine path has automated evidence; final Windows/manual usability evidence is still required.,VERIFIED FUNCTIONAL,VISIBLE,score,engine-method references in tests: 3,No new human Windows verification in Build 42,VERIFIED FUNCTIONAL,VISIBLE,score,engine-method references in tests: 3,Browser-rendered validation only; no human Windows verification,VERIFIED FUNCTIONAL,VISIBLE WHEN CONTEXT SATISFIED,execute('applyPageSettings'),test/build50-functional-release-candidate.test.js; validation/browser-smoke.json; scripts/build50-control-audit.js,"Source, engine mutation, context gating and browser control wiring verified; hardware/manual boundary recorded separately",VERIFIED FUNCTIONAL,VISIBLE WHEN CONTEXT SATISFIED,execute('applyPageSettings'),test/build60-*.test.js; validation/browser-smoke.json; scripts/release-control-audit.js,"Source, semantic mutation, context gating and browser control wiring verified; external hardware evidence is recorded separately"
data-command:applyPart,Apply part,applyPart,,compose,STAFF AND INSTRUMENTS,score,Always enabled in markup; no central command-context contract,clefSelect; instrumentSelect,engine.updateActivePart,Engine operation: updateActivePart,Expected through engine commit/history; command-level proof required,Engine change triggers full render; direct viewport commands reflow page service,Must remain synchronized where semantic music changes,Expected through authoritative score serialization; command-level round-trip proof required,Indirect through authoritative score where applicable,Active-part operation or shared score; linked-part proof incomplete,Must serialize semantic result,Status/error banner; context-sensitive disabling absent in Build 40,static wiring only,No complete manual staff-workflow proof in current environment,PARTIALLY FUNCTIONAL,HIDDEN,47,"A renderer or engine path exists, but complete staff interaction, context gating, visual proof, persistence, and real-user evidence are incomplete.",PARTIALLY FUNCTIONAL,HIDDEN,score,static wiring only,No new human Windows verification in Build 42,PARTIALLY FUNCTIONAL,HIDDEN,score,static wiring only,Browser-rendered validation only; no human Windows verification,VERIFIED FUNCTIONAL,VISIBLE WHEN CONTEXT SATISFIED,execute('applyPart'),test/build50-functional-release-candidate.test.js; validation/browser-smoke.json; scripts/build50-control-audit.js,"Source, engine mutation, context gating and browser control wiring verified; hardware/manual boundary recorded separately",VERIFIED FUNCTIONAL,VISIBLE WHEN CONTEXT SATISFIED,execute('applyPart'),test/build60-*.test.js; validation/browser-smoke.json; scripts/release-control-audit.js,"Source, semantic mutation, context gating and browser control wiring verified; external hardware evidence is recorded separately"
data-command:applyPublication,Apply metadata,applyPublication,,publish,LYRICS AND TEXT,score,Always enabled in markup; no central command-context contract,publicationArranger; publicationCopyright; publicationDate; publicationDedication; publicationLyricist; publicationSource; publicationSubtitle; publicationSupportingText,engine.setMetadata,Update score publication metadata,Expected through engine commit/history; command-level proof required,Engine change triggers full render; direct viewport commands reflow page service,Must remain synchronized where semantic music changes,Expected through authoritative score serialization; command-level round-trip proof required,Indirect through authoritative score where applicable,Not applicable or covered by existing engine path,Must serialize semantic result,Status/error banner; context-sensitive disabling absent in Build 40,browser-smoke command; engine-method references in tests: 2,No complete manual staff-workflow proof in current environment,VERIFIED FUNCTIONAL,VISIBLE,41,Direct renderer or engine path has automated evidence; final Windows/manual usability evidence is still required.,VERIFIED FUNCTIONAL,VISIBLE,score,browser-smoke command; engine-method references in tests: 2,No new human Windows verification in Build 42,VERIFIED FUNCTIONAL,VISIBLE,score,browser-smoke command; engine-method references in tests: 2,Browser-rendered validation only; no human Windows verification,VERIFIED FUNCTIONAL,VISIBLE WHEN CONTEXT SATISFIED,execute('applyPublication'),test/build50-functional-release-candidate.test.js; validation/browser-smoke.json; scripts/build50-control-audit.js,"Source, engine mutation, context gating and browser control wiring verified; hardware/manual boundary recorded separately",VERIFIED FUNCTIONAL,VISIBLE WHEN CONTEXT SATISFIED,execute('applyPublication'),test/build60-*.test.js; validation/browser-smoke.json; scripts/release-control-audit.js,"Source, semantic mutation, context gating and browser control wiring verified; external hardware evidence is recorded separately"
data-command:applyPublicationLayout,Apply position,applyPublicationLayout,,publish,LYRICS AND TEXT,score,Always enabled in markup; no central command-context contract,publicationField; publicationLayoutStatus; publicationOffsetX; publicationOffsetY,$; savePublicationOffset,Requires dynamic verification,Not established,Engine change triggers full render; direct viewport commands reflow page service,Must remain synchronized where semantic music changes,Not applicable,Indirect through authoritative score where applicable,Not applicable or covered by existing engine path,Must serialize semantic result,Status/error banner; context-sensitive disabling absent in Build 40,browser-smoke command,No complete manual staff-workflow proof in current environment,VERIFIED FUNCTIONAL,VISIBLE,41,Direct renderer or engine path has automated evidence; final Windows/manual usability evidence is still required.,VERIFIED FUNCTIONAL,VISIBLE,score,browser-smoke command,No new human Windows verification in Build 42,VERIFIED FUNCTIONAL,VISIBLE,score,browser-smoke command,Browser-rendered validation only; no human Windows verification,VERIFIED FUNCTIONAL,VISIBLE WHEN CONTEXT SATISFIED,execute('applyPublicationLayout'),test/build50-functional-release-candidate.test.js; validation/browser-smoke.json; scripts/build50-control-audit.js,"Source, engine mutation, context gating and browser control wiring verified; hardware/manual boundary recorded separately",VERIFIED FUNCTIONAL,VISIBLE WHEN CONTEXT SATISFIED,execute('applyPublicationLayout'),test/build60-*.test.js; validation/browser-smoke.json; scripts/release-control-audit.js,"Source, semantic mutation, context gating and browser control wiring verified; external hardware evidence is recorded separately"
data-command:applyScoreSetup,New from setup,applyScoreSetup,,compose,STAFF AND INSTRUMENTS,score,Always enabled in markup; no central command-context contract,initialMeasures; keySignature; pickupBeats; scoreTemplate; timeSignature,engine.newScore; engine.configurePickup,"Engine operation: newScore, configurePickup",Expected through engine commit/history; command-level proof required,Engine change triggers full render; direct viewport commands reflow page service,Must remain synchronized where semantic music changes,Expected through authoritative score serialization; command-level round-trip proof required,Indirect through authoritative score where applicable,Active-part operation or shared score; linked-part proof incomplete,Must serialize semantic result,Status/error banner; context-sensitive disabling absent in Build 40,engine-method references in tests: 3,No complete manual staff-workflow proof in current environment,PARTIALLY FUNCTIONAL,HIDDEN,47,"A renderer or engine path exists, but complete staff interaction, context gating, visual proof, persistence, and real-user evidence are incomplete.",PARTIALLY FUNCTIONAL,HIDDEN,score,engine-method references in tests: 3,No new human Windows verification in Build 42,PARTIALLY FUNCTIONAL,HIDDEN,score,engine-method references in tests: 3,Browser-rendered validation only; no human Windows verification,VERIFIED FUNCTIONAL,VISIBLE WHEN CONTEXT SATISFIED,execute('applyScoreSetup'),test/build50-functional-release-candidate.test.js; validation/browser-smoke.json; scripts/build50-control-audit.js,"Source, engine mutation, context gating and browser control wiring verified; hardware/manual boundary recorded separately",VERIFIED FUNCTIONAL,VISIBLE WHEN CONTEXT SATISFIED,execute('applyScoreSetup'),test/build60-*.test.js; validation/browser-smoke.json; scripts/release-control-audit.js,"Source, semantic mutation, context gating and browser control wiring verified; external hardware evidence is recorded separately"
data-command:applySolfaPassage,Apply passage,applySolfaPassage,,view,TONIC SOLFA,score,Always enabled in markup; no central command-context contract,minorSolfaSystem; solfaConvention; solfaPassageInput; solfaStatus,engine.previewSolfaPassage; engine.applySolfaPassage,Replace passage with parsed shared events,Expected through engine commit/history; command-level proof required,Engine change triggers full render; direct viewport commands reflow page service,Must remain synchronized where semantic music changes,Expected through authoritative score serialization; command-level round-trip proof required,Direct Staff/Sol-fa shared-score path,Active-part operation or shared score; linked-part proof incomplete,Must serialize semantic result,Status/error banner; context-sensitive disabling absent in Build 40,browser-smoke command; engine-method references in tests: 6,No complete manual staff-workflow proof in current environment,PARTIALLY FUNCTIONAL,HIDDEN,44,"A renderer or engine path exists, but complete staff interaction, context gating, visual proof, persistence, and real-user evidence are incomplete.",PARTIALLY FUNCTIONAL,HIDDEN,score,browser-smoke command; engine-method references in tests: 6,No new human Windows verification in Build 42,PARTIALLY FUNCTIONAL,HIDDEN,score,browser-smoke command; engine-method references in tests: 6,Browser-rendered validation only; no human Windows verification,VERIFIED FUNCTIONAL,VISIBLE WHEN CONTEXT SATISFIED,execute('applySolfaPassage'),test/build50-functional-release-candidate.test.js; validation/browser-smoke.json; scripts/build50-control-audit.js,"Source, engine mutation, context gating and browser control wiring verified; hardware/manual boundary recorded separately",VERIFIED FUNCTIONAL,VISIBLE WHEN CONTEXT SATISFIED,execute('applySolfaPassage'),test/build60-*.test.js; validation/browser-smoke.json; scripts/release-control-audit.js,"Source, semantic mutation, context gating and browser control wiring verified; external hardware evidence is recorded separately"
data-command:applySolfaSyllable,Apply syllable,applySolfaSyllable,,view,TONIC SOLFA,selection,Always enabled in markup; no central command-context contract,minorSolfaSystem; solfaConvention; solfaStatus; solfaSyllableInput,engine.updateSelectedFromSolfa,Update selected event pitch through Sol-fa,Expected through engine commit/history; command-level proof required,Engine change triggers full render; direct viewport commands reflow page service,Must remain synchronized where semantic music changes,Expected through authoritative score serialization; command-level round-trip proof required,Direct Staff/Sol-fa shared-score path,Active-part operation or shared score; linked-part proof incomplete,Must serialize semantic result,Status/error banner; context-sensitive disabling absent in Build 40,browser-smoke command; engine-method references in tests: 2,No complete manual staff-workflow proof in current environment,PARTIALLY FUNCTIONAL,HIDDEN,44,"A renderer or engine path exists, but complete staff interaction, context gating, visual proof, persistence, and real-user evidence are incomplete.",PARTIALLY FUNCTIONAL,HIDDEN,selection,browser-smoke command; engine-method references in tests: 2,No new human Windows verification in Build 42,PARTIALLY FUNCTIONAL,HIDDEN,selection,browser-smoke command; engine-method references in tests: 2,Browser-rendered validation only; no human Windows verification,VERIFIED FUNCTIONAL,VISIBLE WHEN CONTEXT SATISFIED,execute('applySolfaSyllable'),test/build50-functional-release-candidate.test.js; validation/browser-smoke.json; scripts/build50-control-audit.js,"Source, engine mutation, context gating and browser control wiring verified; hardware/manual boundary recorded separately",VERIFIED FUNCTIONAL,VISIBLE WHEN CONTEXT SATISFIED,execute('applySolfaSyllable'),test/build60-*.test.js; validation/browser-smoke.json; scripts/release-control-audit.js,"Source, semantic mutation, context gating and browser control wiring verified; external hardware evidence is recorded separately"
